"Country","CFR","UVI","Event","Event.Start.Date","Event.End.Date","Registration.Number","External.marking","vessel_name","Place.of.registration","Place.of.registration.name","IRCS","IRCS.indicator","Licence.indicator","VMS.indicator","ERS.indicator","ERS.Exempt.indicator","AIS.indicator","MMSI","Vessel.Type","Gear","Subsidiary.fishing.gear.1","Subsidiary.fishing.gear.2","Subsidiary.fishing.gear.3","Subsidiary.fishing.gear.4","Subsidiary.fishing.gear.5","LOA","LBP","Tonnage.GT","Other.tonnage","GTs","Power.of.main.engine","Power.of.auxiliary.engine","Hull.material","Date.of.entry.into.service","Segment","Country.of.importation.exportation","Type.of.export","Public.aid","Year.of.construction","vlength"
"ITA","ITA000005303",NA,"MOD","2018-04-12","2100-12-31","04GA01258","04GA01258","CLAUDIO PADRE","00075","Terracina","IXQK","Y","Y","N","N","","N","","FX","OTB","LLS","","","","",12.7,10.52,11,9.4,0,128.7,"0.00","1","1986-01-27","MFL","","","","1985-01-01","VL1218"
"ITA","ITA000005304",NA,"MOD","2017-01-16","2100-12-31","00CI03808","00CI03808","ANTARES I","00207","Chioggia","IVBJ","Y","Y","Y","","","","","FX","OTB","LLS","","","","",18.72,16.11,40,39.96,0,183.8,"0.00","1","1982-02-19","MFL","","","","1982-01-01","VL1824"
"ITA","ITA000005313",8544076,"MOD","2022-08-22","2100-12-31","04CA00351","04CA00351","PERLA NERA","00228","Portoscuso","IJJY","Y","Y","Y","Y","","Y","247092990","FX","OTB","PS","","","","",20.47,17.29,56,57.74,0,373,"0.00","2","1985-02-18","MFL","","","","1984-01-01","VL1824"
"ITA","ITA000005318",8544090,"MOD","2020-08-25","2100-12-31","02LI02827","02LI02827","GIANNI RIVERA","00050","Porto Santo Stefano","IMQF","Y","Y","Y","Y","","Y","247066180","FX","OTB","PTM","","","","",24.75,21.54,86,59.6,0,441.17,"0.00","2","1979-03-22","MFL","","","","1979-01-01","VL2440"
"ITA","ITA000005322",8347973,"MOD","2020-08-25","2100-12-31","00MV01352","00MV01352","SANTO STEFANO","00273","Mazara Del Vallo","IPQG","Y","Y","Y","Y","","Y","247080670","FX","OTB","NO","","","","",23.49,18.5,117,59.89,0,634,"0.00","2","1980-09-14","MFL","","","","1979-01-01","VL1824"
"ITA","ITA000005347",NA,"MOD","2020-08-25","2100-12-31","04LI00209","04LI00209","RAFFAELLO","00052","Marina Di Pisa","ISKX","Y","Y","N","Y","","Y","247064790","FX","OTB","PS","","","","",14.7,12.48,16,9.98,0,162,"0.00","1","1978-05-16","MFL","","","","1955-01-01","VL1218"
"ITA","ITA000005394",NA,"MOD","2023-04-01","2100-12-31","05LI00763","05LI00763","RUELA","00053","Vada","IFQ02","Y","Y","N","Y","","Y","247069023","FX","OTB","PS","","","","",7.98,7.13,2,3.61,0,42,"0.00","3","1986-03-25","MFL","","","","1981-01-01","VL0612"
"ITA","ITA000005455",NA,"MOD","2018-11-16","2100-12-31","08LI00040","08LI00040","FRECCIA","00056","Porto Ercole","INKZ","Y","Y","Y","Y","","Y","247068070","FX","OTB","LLS","","","","",22.62,19.77,59,49.96,0,311.3,"0.00","1","1960-10-26","MFL","","","","1960-01-01","VL1824"
"ITA","ITA000005471",NA,"MOD","2013-05-31","2100-12-31","03PE00610","03PE00610","MAURO PAOLO","00271","Sciacca","IQAT","Y","Y","Y","Y","","Y","247144080","FX","OTB","LLS","","","","",21.3,16.37,75,52.72,0,294,"0.00","1","1971-09-10","MFL","","","","1971-01-01","VL1824"
"ITA","ITA000005479",NA,"MOD","2017-09-21","2100-12-31","00MC01379","00MC01379","NUOVA ANNA MARIA","00045","Marina Di Carrara","IRGR","Y","Y","Y","","","","","FX","OTB","PS","","","","",16.67,15.8,19,23.5,0,162,"0.00","1","1968-10-30","MFL","","","","1953-01-01","VL1218"
"ITA","ITA000005523",NA,"MOD","2021-08-11","2100-12-31","12LI00239","12LI00239","TORNADO","00060","Castiglione Della Pescaia","ISTF","Y","Y","N","Y","","Y","247220490","FX","OTB","GNS","","","","",14.4,12.85,15,12.92,0,184,"0.00","1","1988-07-23","MFL","","","","1987-01-01","VL1218"
"ITA","ITA000005532",NA,"MOD","2020-09-12","2100-12-31","00PT01518","00PT01518","GIUSEPPINA LICCIARDI","00237","Porto Torres","IJOE","Y","Y","N","Y","","Y","247156560","FX","OTB","NO","","","","",14.42,12.5,16,15.96,0,147,"0.00","1","1967-11-28","MFL","","","","1950-01-01","VL1218"
"ITA","ITA000005537",NA,"MOD","2009-08-28","2100-12-31","12LI00100","12LI00100","LUIGIOTTO","00060","Castiglione Della Pescaia","ISNP","Y","Y","Y","","","","","FX","OTB","NO","","","","",16.88,13.93,23,21.89,0,205.8,"0.00","1","1946-10-08","MFL","","","","1943-01-01","VL1218"
"ITA","ITA000005538",NA,"MOD","2013-09-24","2100-12-31","00SA02677","00SA02677","CORSARO","00103","Salerno","ILSJ","Y","Y","Y","","","","","FX","OTB","NO","","","","",16.85,15.8,21,22,0,220,"0.00","1","1945-10-04","MFL","","","","1945-01-01","VL1218"
"ITA","ITA000005542",NA,"MOD","2012-01-11","2100-12-31","02GE03454","02GE03454","PALMA II","00015","Santa Margherita Ligure","INLQ","Y","Y","N","","","","","FX","OTB","NO","","","","",14.87,13,13,9.6,0,132.48,"0.00","1","1977-12-13","MFL","","","","1956-01-01","VL1218"
"ITA","ITA000005549",NA,"MOD","2021-10-14","2100-12-31","02LI02938","02LI02938","FRIDA","00050","Porto Santo Stefano","IUXA","Y","Y","Y","Y","","Y","247065690","FX","OTB","NO","","","","",18.44,16.75,39,37.28,0,283,"0.00","1","1981-03-14","MFL","","","","1979-01-01","VL1824"
"ITA","ITA000005573",8544105,"MOD","2020-08-25","2100-12-31","04OL00331","04OL00331","CECILIA","00234","Golfo Aranci","IWFS","Y","Y","Y","Y","","Y","247150270","FX","OTB","LLS","","","","",20.07,18,49,49.82,0,294,"0.00","4","1986-12-24","MFL","","","","1986-01-01","VL1824"
"ITA","ITA000005578",NA,"MOD","2020-08-25","2100-12-31","00LI10184","00LI10184","MARI'","00048","Livorno","IOBF","Y","Y","N","Y","","Y","247220370","FX","OTB","NO","","","","",13.03,10.85,12,9.91,0,162,"0.00","1","1962-05-12","MFL","","","","1962-01-01","VL1218"
"ITA","ITA000005927",NA,"MOD","2011-01-14","2100-12-31","00AU01717","00AU01717","S. ANTONIO","00262","Augusta","","N","Y","N","","","","","FX","OTB","LLS","","","","",10.85,9.32,5,8.05,0,96,"0.00","1","1973-11-21","MFL","","","","1968-01-01","VL0612"
"ITA","ITA000005972",NA,"MOD","2023-01-04","2100-12-31","00MZ01573","00MZ01573","PAPA' CARMELO","00243","Milazzo","INOI","Y","Y","Y","Y","","Y","247149630","FX","OTB","LLS","","","","",20.4,17.47,44,39.66,0,219,"0.00","1","1985-01-04","MFL","","","","1984-01-01","VL1824"
"ITA","ITA000006019",NA,"MOD","2020-08-08","2100-12-31","05MZ00287","05MZ00287","S. GIUSEPPE","00247","Santo Stefano Di Camastra","IUYF","Y","Y","Y","Y","","Y","247145430","FX","OTB","PS","","","","",16.16,13.29,25,21.96,0,147,"0.00","1","1983-04-30","MFL","","","","1981-01-01","VL1218"
"ITA","ITA000006106",NA,"MOD","2020-08-25","2100-12-31","06MZ00460","06MZ00460","ANDROMEDA","00248","Sant'Agata Di Militello","ISCA","Y","Y","N","Y","","Y","247146160","FX","OTB","PS","","","","",14.2,12.04,15,17.99,0,110.5,"0.00","1","1988-04-07","MFL","","","","1986-01-01","VL1218"
"ITA","ITA000006385",NA,"MOD","2021-04-26","2100-12-31","00MF02004","00MF02004","BELLA GIOVANNA","00167","Manfredonia","IKTK2","Y","Y","N","Y","","Y","247127270","FX","OTB","PTM","","","","",9.2,8.38,3,4.98,0,38,"0.00","1","1962-12-24","MFL","","","","1962-01-01","VL0612"
"ITA","ITA000006386",NA,"MOD","2021-04-28","2100-12-31","00MF02005","00MF02005","RAFFAELA","00167","Manfredonia","IKII2","Y","Y","N","Y","","Y","247125230","FX","OTB","NO","","","","",12.39,11.5,11,9.37,0,105,"0.00","1","1963-01-02","MFL","","","","1962-01-01","VL1218"
"ITA","ITA000006389",NA,"MOD","2006-07-05","2100-12-31","00MF02020","00MF02020","MARINA","00167","Manfredonia","","N","Y","N","N","","N","","FX","OTB","NO","","","","",12.09,11.6,7,8.15,0,117.5,"0.00","1","1963-05-08","MFL","","","","1963-01-01","VL1218"
"ITA","ITA000006392",NA,"MOD","2018-02-08","2100-12-31","00MF02036","00MF02036","UGO","00167","Manfredonia","ITED","Y","Y","N","","","","","FX","OTB","NO","","","","",11.94,10.05,9,6.48,0,84.5,"0.00","1","1963-09-04","MFL","","","","1963-01-01","VL0612"
"ITA","ITA000006408",NA,"MOD","2017-06-15","2100-12-31","00CA03997","00CA03997",".","00224","Cagliari","IVPA","Y","Y","N","","","","","FX","OTB","LLS","","","","",14.43,12.8,17,9.62,0,177,"0.00","1","1965-10-26","MFL","","","","1965-01-01","VL1218"
"ITA","ITA000006417",NA,"MOD","2016-10-09","2100-12-31","00MF02166","00MF02166","MATTEO E NICOLA","00167","Manfredonia","ILOE","Y","Y","Y","Y","","Y","247125340","FX","OTB","NO","","","","",18.15,15.55,30,30.5,0,198.5,"0.00","1","1967-01-23","MFL","","","","1966-01-01","VL1824"
"ITA","ITA000006424",NA,"MOD","2023-10-24","2100-12-31","00MF02211","00MF02211","LE SEI SORELLE","00167","Manfredonia","IKT02","Y","Y","N","Y","","N","","FX","OTB","GNS","","","","",10.35,9.43,5,6.45,0,58.8,"0.00","1","1968-03-08","MFL","","","","1967-01-01","VL0612"
"ITA","ITA000006426",NA,"MOD","2023-06-13","2100-12-31","04SB00422","04SB00422","ROBINSON","00186","Porto San Giorgio","IMCO","Y","Y","Y","Y","","Y","247102750","FX","OTB","NO","","","","",19.44,16.39,43,31.45,0,215,"0.00","1","1968-07-17","MFL","","","","1968-01-01","VL1824"
"ITA","ITA000006428",NA,"MOD","2013-05-31","2100-12-31","03PE00700","03PE00700","NUOVA MARIA STELLA DEL MARE","00271","Sciacca","INRE","Y","Y","Y","Y","","Y","247123930","FX","OTB","PTM","","","","",18.86,16.08,33,34.49,0,183.8,"0.00","1","1968-12-07","MFL","","","","1968-01-01","VL1824"
"ITA","ITA000006438",NA,"MOD","2023-10-24","2100-12-31","00MF02331","00MF02331","LA FILOMENA","00167","Manfredonia","IKDL2","Y","Y","N","Y","","Y","247125770","FX","OTB","GNS","","","","",14.1,12.59,13,9.23,0,60.3,"0.00","1","1970-07-14","MFL","","","","1969-01-01","VL1218"
"ITA","ITA000006439",NA,"MOD","2010-07-21","2100-12-31","00MF02332","00MF02332","GENOVEFFA MADRE","00167","Manfredonia","ILPF","Y","Y","Y","","","","","FX","OTB","NO","","","","",19.25,15.73,38,38.69,0,183.1,"0.00","1","1970-07-16","MFL","","","","1970-01-01","VL1824"
"ITA","ITA000006442",NA,"MOD","2021-03-18","2100-12-31","03SR01103","03SR01103","No Name","00265","Portopalo Di Capo Passero","IFAZ2","Y","Y","N","Y","","Y","247301040","FX","OTB","NO","","","","",13.39,12.05,12,9.98,0,59,"0.00","1","1970-10-16","MFL","","","","1970-01-01","VL1218"
"ITA","ITA000006446",NA,"MOD","2023-10-24","2100-12-31","00MF02352","00MF02352","APOLLO 12","00167","Manfredonia","IKIJ2","Y","Y","N","Y","","Y","247125210","FX","OTB","GNS","","","","",11.65,10.4,9,9.69,0,52.2,"0.00","1","1971-01-09","MFL","","","","1970-01-01","VL0612"
"ITA","ITA000006447",NA,"MOD","2014-06-10","2100-12-31","00MF02356","00MF02356","LEONARDO DA VINCI","00167","Manfredonia","IMSL","Y","Y","Y","Y","","Y","247124610","FX","OTB","NO","","","","",19.26,15.5,37,38.26,0,205.8,"0.00","1","1971-01-26","MFL","","","","1970-01-01","VL1824"
"ITA","ITA000006448",NA,"MOD","2024-06-05","2100-12-31","01PE00889","01PE00889","PADRE PIO DA PIETRALCINA","00269","Licata","IVYC","Y","Y","N","N","","N","","FX","OTB","NO","","","","",13.85,12.13,15,9.99,0,118.5,"0.00","1","1971-03-15","MFL","","","","1971-01-01","VL1218"
"ITA","ITA000006450",NA,"MOD","2021-05-02","2100-12-31","00MF02361","00MF02361","IRENE","00167","Manfredonia","IKWV2","Y","Y","N","Y","","Y","247127210","FX","OTB","GNS","","","","",13.87,12.09,16,9.99,0,135.3,"0.00","1","1971-04-21","MFL","","","","1971-01-01","VL1218"
"ITA","ITA000006459",NA,"MOD","2005-04-29","2100-12-31","00MF02399","00MF02399","OLGA","00167","Manfredonia","INVF","Y","Y","Y","","","","","FX","OTB","NO","","","","",20.03,17.91,36,36.06,0,219.85,"0.00","1","1971-11-08","MFL","","","","1961-01-01","VL1824"
"ITA","ITA000006461",NA,"MOD","2020-10-07","2100-12-31","06VM00268","06VM00268","SAN PIO","00123","Cetraro","ILDO2","Y","Y","N","Y","","N","","FX","OTB","LLS","","","","",13.89,12.09,12,9.96,0,125,"0.00","1","1972-02-10","MFL","","","","1971-01-01","VL1218"
"ITA","ITA000006462",NA,"MOD","2023-10-24","2100-12-31","00MF02406","00MF02406","NUOVO S.ANTONIO I","00167","Manfredonia","","N","Y","N","Y","","N","","FX","OTB","GNS","","","","",11.51,9.42,7,8.81,0,58.8,"0.00","1","1972-02-23","MFL","","","","1971-01-01","VL0612"
"ITA","ITA000006465",NA,"MOD","2023-10-24","2100-12-31","00MF02413","00MF02413","MARIA GRAZIA II","00167","Manfredonia","IKTL2","Y","Y","N","Y","","Y","247127180","FX","OTB","PTM","","","","",13.7,12.3,13,9.83,0,125,"0.00","1","1972-05-17","MFL","","","","1970-01-01","VL1218"
"ITA","ITA000006466",NA,"MOD","2021-06-23","2100-12-31","00MF02415","00MF02415","ANNA RITA","00167","Manfredonia","IKTS2","Y","Y","N","Y","","Y","247127220","FX","OTB","LLS","","","","",9.83,8.43,5,7.35,0,41.1,"0.00","1","1972-06-05","MFL","","","","1972-01-01","VL0612"
"ITA","ITA000006472",NA,"MOD","2023-10-24","2100-12-31","00MF02428","00MF02428","NICOLAO","00167","Manfredonia","IIHD2","Y","Y","N","Y","","Y","247125510","FX","OTB","GNS","","","","",10.68,9.77,7,8.54,0,61.3,"0.00","1","1966-08-27","MFL","","","","1966-01-01","VL0612"
"ITA","ITA000006474",NA,"MOD","2023-10-24","2100-12-31","00MF02456","00MF02456","MARIA TERESA","00167","Manfredonia","IKTM2","Y","Y","N","Y","","Y","247126310","FX","OTB","GNS","","","","",10.2,9.25,5,7.49,0,28.68,"0.00","1","1973-06-06","MFL","","","","1964-01-01","VL0612"
"ITA","ITA000006475",NA,"MOD","2023-10-24","2100-12-31","00MF02471","00MF02471","NUOVA AURORA","00167","Manfredonia","IKPC2","Y","Y","N","Y","","Y","247127260","FX","OTB","GNS","","","","",10.77,9.43,6,8.58,0,55.1,"0.00","1","1973-07-25","MFL","","","","1973-01-01","VL0612"
"ITA","ITA000006479",NA,"MOD","2021-04-17","2100-12-31","00MF02487","00MF02487","LUCIA MARIA","00167","Manfredonia","IKMC2","Y","Y","N","Y","","Y","247126090","FX","OTB","GNS","","","","",11.74,10.83,9,8.77,0,65.46,"0.00","1","1973-10-11","MFL","","","","1973-01-01","VL0612"
"ITA","ITA000006480",NA,"MOD","2021-04-16","2100-12-31","00MF02489","00MF02489","CARMELA MADRE","00167","Manfredonia","IIAH2","Y","Y","N","Y","","Y","247124210","FX","OTB","GNS","","","","",14.02,12.83,14,9.97,0,55,"0.00","1","1973-10-18","MFL","","","","1973-01-01","VL1218"
"ITA","ITA000006485",8459130,"MOD","2024-07-17","2100-12-31","00GA01975","00GA01975","MADONNA DEL ROSARIO","00078","Gaeta","IVNO","Y","Y","Y","Y","","Y","247122290","FX","OTB","NO","","","","",22.25,17.58,62,59.88,0,216,"0.00","1","1974-11-07","MFL","","","","1974-01-01","VL1824"
"ITA","ITA000006489",NA,"MOD","2024-03-26","2100-12-31","03MF00619","03MF00619","ANTONETTA","00170","Vieste","IKZV2","Y","Y","N","Y","","N","","FX","OTB","LLS","","","","",12.58,12.46,13,8.99,0,177,"0.00","1","1975-10-11","MFL","","","","1975-01-01","VL1218"
"ITA","ITA000006503",NA,"MOD","2023-10-27","2100-12-31","00MF02600","00MF02600","ANNA E CATERINA","00167","Manfredonia","IIAL2","Y","Y","N","Y","","N","","FX","OTB","NO","","","","",13.77,12.38,14,9.82,0,87.2,"0.00","1","1976-12-28","MFL","","","","1976-01-01","VL1218"
"ITA","ITA000006506",NA,"MOD","2023-10-27","2100-12-31","00MF02634","00MF02634","PICCOLO MASSIMO","00167","Manfredonia","IFZW2","Y","Y","N","Y","","Y","247124190","FX","OTB","NO","","","","",13.74,12.52,13,9.82,0,81.6,"0.00","1","1977-03-24","MFL","","","","1976-01-01","VL1218"
"ITA","ITA000006509",NA,"MOD","2021-08-11","2100-12-31","01PO01114","01PO01114","No Name","00543","Scoglitti","IFUA2","Y","Y","N","Y","","Y","247253620","FX","OTB","NO","","","","",13.28,12.28,14,9.83,0,110,"0.00","1","1977-05-31","MFL","","","","1976-01-01","VL1218"
"ITA","ITA000006511",NA,"MOD","2020-08-25","2100-12-31","00LM01817","00LM01817","MAMMA GRAZIA","00544","La Maddalena","IKBQ","Y","Y","N","Y","","Y","247157260","FX","OTB","NO","","","","",13.63,12.41,14,9.87,0,110,"0.00","1","1977-06-13","MFL","","","","1977-01-01","VL1218"
"ITA","ITA000006512",NA,"MOD","2024-03-13","2100-12-31","00PE01263","00PE01263","BARBARA II","00268","Porto Empedocle","","N","Y","N","Y","","N","","FX","OTB","NO","","","","",13.05,12.4,7,9.95,0,161.8,"0.00","1","1977-08-06","MFL","","","","1976-01-01","VL1218"
"ITA","ITA000006515",NA,"MOD","2022-10-26","2100-12-31","00MF02650","00MF02650","NUOVA STELLA","00167","Manfredonia","IWKQ","Y","Y","N","Y","","Y","247124090","FX","OTB","NO","","","","",12.52,12.24,13,9.98,0,109.5,"0.00","1","1977-09-12","MFL","","","","1977-01-01","VL1218"
"ITA","ITA000006525",NA,"MOD","2023-05-22","2100-12-31","00MV01404","00MV01404","MORGAN","00273","Mazara Del Vallo","IMEN","Y","Y","N","Y","","Y","247203170","FX","OTB","GNS","","","","",12.78,12.28,12,9.56,0,105,"0.00","1","1978-02-02","MFL","","","","1977-01-01","VL1218"
"ITA","ITA000006526",NA,"MOD","2021-04-16","2100-12-31","00MF02704","00MF02704","SHARON","00167","Manfredonia","IIGS2","Y","Y","N","Y","","N","","FX","OTB","GNS","","","","",10.76,9.83,5,5.18,0,58.82,"0.00","1","1978-02-03","MFL","","","","1978-01-01","VL0612"
"ITA","ITA000006529",NA,"MOD","2023-10-27","2100-12-31","00MF02708","00MF02708","LIBERO","00167","Manfredonia","IIAJ2","Y","Y","N","Y","","Y","247125430","FX","OTB","LHP","","","","",12.73,11.74,12,9.93,0,109.9,"0.00","1","1978-02-23","MFL","","","","1977-01-01","VL1218"
"ITA","ITA000006533",NA,"MOD","2023-10-27","2100-12-31","00MF02722","00MF02722","LA BELLA MARA","00167","Manfredonia","ITNZ","Y","Y","N","Y","","Y","247125080","FX","OTB","NO","","","","",12.49,12.03,14,9.64,0,90,"0.00","1","1978-06-12","MFL","","","","1978-01-01","VL1218"
"ITA","ITA000006537",NA,"MOD","2023-10-24","2100-12-31","00MF02732","00MF02732","EMANUELE","00167","Manfredonia","IKTP2","Y","Y","N","Y","","Y","247127240","FX","OTB","GNS","","","","",11.5,10.31,8,8.09,0,94.8,"0.00","1","1978-09-15","MFL","","","","1978-01-01","VL0612"
"ITA","ITA000006538",NA,"MOD","2006-11-08","2100-12-31","00CR01185","00CR01185","TERESA FRANCO","00145","Crotone","ICAK","Y","Y","Y","","","","","FX","OTB","NO","","","","",16.97,14.75,24,24.79,0,103,"0.00","1","1978-09-23","MFL","","","","1978-01-01","VL1218"
"ITA","ITA000006541",NA,"MOD","2023-05-10","2100-12-31","00MF02739","00MF02739","CAIO DUILIO","00167","Manfredonia","IMXC","Y","Y","Y","Y","","Y","247123630","FX","OTB","NO","","","","",20.11,16.3,35,36.81,0,217,"0.00","1","1978-12-21","MFL","","","","1978-01-01","VL1824"
"ITA","ITA000006542",NA,"MOD","2021-04-19","2100-12-31","00MF02740","00MF02740","RAFFAELLA E FRANCESCO","00167","Manfredonia","IKWS2","Y","Y","N","Y","","Y","247127840","FX","OTB","GNS","","","","",13.15,12.78,14,9.85,0,87.5,"0.00","1","1978-12-27","MFL","","","","1978-01-01","VL1218"
"ITA","ITA000006549",NA,"MOD","2023-10-24","2100-12-31","00MF02757","00MF02757","SIPONTINA","00167","Manfredonia","IKWT2","Y","Y","N","Y","","Y","247127810","FX","OTB","GNS","","","","",12.9,12.35,13,9.14,0,133.8,"0.00","1","1979-06-26","MFL","","","","1979-01-01","VL1218"
"ITA","ITA000006551",NA,"MOD","2017-06-26","2100-12-31","01CC00383","01CC00383","NUOVA STELLA AZZURRA","00148","Cariati","","N","Y","N","","","","","FX","OTB","PTM","","","","",12.92,12.4,13,8.68,0,109.59,"0.00","1","1979-07-09","MFL","","","","1979-01-01","VL1218"
"ITA","ITA000006556",NA,"MOD","2021-04-18","2100-12-31","00MF02768","00MF02768","SANTA CATERINA","00167","Manfredonia","IFZQ2","Y","Y","N","Y","","Y","247124030","FX","OTB","NO","","","","",12.94,12.28,14,8.55,0,103,"0.00","1","1979-11-28","MFL","","","","1979-01-01","VL1218"
"ITA","ITA000006560",NA,"MOD","2020-08-25","2100-12-31","04BA01622","04BA01622","GELOSIA II","00158","Monopoli","IWDR","Y","Y","Y","Y","","Y","247123180","FX","OTB","LLS","","","","",12.88,12.12,15,9.53,0,87.5,"0.00","1","1980-04-15","MFL","","","","1979-01-01","VL1218"
"ITA","ITA000006561",NA,"MOD","2021-05-21","2100-12-31","09SA00348","09SA00348","METEORA","00111","Acciaroli","ILEO2","Y","Y","N","Y","","N","","FX","OTB","NO","","","","",12.66,11.26,12,9.43,0,95,"0.00","1","1980-04-18","MFL","","","","1980-01-01","VL1218"
"ITA","ITA000006562",NA,"MOD","2023-01-30","2100-12-31","00MF02783","00MF02783","MICHELANGELO","00167","Manfredonia","IKRI2","Y","Y","N","Y","","Y","247126140","FX","OTB","GNS","","","","",11.36,10.92,7,9.26,0,70.5,"0.00","1","1980-05-23","MFL","","","","1979-01-01","VL0612"
"ITA","ITA000006566",NA,"MOD","2022-11-02","2100-12-31","00MF02791","00MF02791","ANTONIO","00167","Manfredonia","ITQP","Y","Y","N","Y","","Y","247123190","FX","OTB","SB","","","","",13.16,12.67,15,9.56,0,108.8,"0.00","1","1980-08-04","MFL","","","","1980-01-01","VL1218"
"ITA","ITA000006570",NA,"MOD","2020-08-25","2100-12-31","07PA02160","07PA02160","ROSANGELA","00289","Porticello","IKDM2","Y","Y","N","Y","","Y","247125020","FX","OTB","PTM","","","","",12.39,12.24,13,8.55,0,95.6,"0.00","1","1981-01-21","MFL","","","","1980-01-01","VL1218"
"ITA","ITA000006573",NA,"MOD","2022-04-04","2100-12-31","03OL00227","03OL00227","MARIANNA","00233","Siniscola","ITKK","Y","Y","N","Y","","Y","247111470","FX","OTB","PTM","","","","",12.65,12.38,13,9.75,0,110.3,"0.00","1","1981-02-17","MFL","","","","1980-01-01","VL1218"
"ITA","ITA000006574",NA,"MOD","2018-01-31","2100-12-31","00CR01217","00CR01217","CATALDO PADRE","00145","Crotone","ICAG","Y","Y","Y","","","","","FX","OTB","NO","","","","",15.55,12.81,24,23.6,0,121.5,"0.00","1","1981-03-21","MFL","","","","1980-01-01","VL1218"
"ITA","ITA000006577",NA,"MOD","2021-05-17","2100-12-31","00BL01026","00BL01026","ROSANNA","00163","Barletta","IFKE2","Y","Y","N","Y","","Y","247125950","FX","OTB","NO","","","","",13.25,12.14,12,9.5,0,59,"0.00","1","1981-05-04","MFL","","","","1960-01-01","VL1218"
"ITA","ITA000006581",NA,"MOD","2023-03-01","2100-12-31","03PE00646","03PE00646","SERENA","00271","Sciacca","IUKW","Y","Y","Y","Y","","Y","247142340","FX","OTB","NO","","","","",23.07,18.28,85,58.87,0,302,"0.00","1","1981-08-06","MFL","","","","1979-01-01","VL1824"
"ITA","ITA000006583",NA,"MOD","2003-01-31","2100-12-31","00SA02580","00SA02580","SAN NICOLA II","00103","Salerno","","N","Y","N","","","","","FX","OTB","NO","","","","",9.87,8.71,4,4.6,0,59,"0.00","1","1981-09-16","MFL","","","","1961-01-01","VL0612"
"ITA","ITA000006584",NA,"MOD","2010-03-24","2100-12-31","04GA01235","04GA01235","LUNA MARINARA","00075","Terracina","IPSM","Y","Y","Y","","","","","FX","OTB","NO","","","","",21.48,18.25,54,53.97,0,250.29,"0.00","1","1981-09-16","MFL","","","","1964-01-01","VL1824"
"ITA","ITA000006585",NA,"MOD","2023-11-28","2100-12-31","00MF02829","00MF02829","MOSE'","00167","Manfredonia","IKDK2","Y","Y","N","Y","","Y","247125190","FX","OTB","PTM","","","","",12.8,12.48,14,9.4,0,110,"0.00","1","1981-10-07","MFL","","","","1981-01-01","VL1218"
