"Country","CFR","UVI","Event","Event.Start.Date","Event.End.Date","Registration.Number","External.marking","vessel_name","Place.of.registration","Place.of.registration.name","IRCS","IRCS.indicator","Licence.indicator","VMS.indicator","ERS.indicator","ERS.Exempt.indicator","AIS.indicator","MMSI","Vessel.Type","Gear","Subsidiary.fishing.gear.1","Subsidiary.fishing.gear.2","Subsidiary.fishing.gear.3","Subsidiary.fishing.gear.4","Subsidiary.fishing.gear.5","LOA","LBP","Tonnage.GT","Other.tonnage","GTs","Power.of.main.engine","Power.of.auxiliary.engine","Hull.material","Date.of.entry.into.service","Segment","Country.of.importation.exportation","Type.of.export","Public.aid","Year.of.construction","vlength"
"ITA","ITA000003583",NA,"MOD","2013-02-11","2100-12-31","00CR01237","00CR01237","SAN DOMENICO","00145","Crotone","IJCW","Y","Y","Y","","","","","FX","OTB","NO","","","","",17.4,14.76,32,26.03,0,168.4,"0.00","1","1982-06-10","MFL","","","","1982-01-01","VL1218"
"ITA","ITA000003593",NA,"MOD","2021-02-15","2100-12-31","02LI02893","02LI02893","CIRO I","00050","Porto Santo Stefano","IWQK","Y","Y","Y","Y","","Y","247065610","FX","OTB","PS","","","","",25.9,21.95,80,74.7,0,441,"0.00","1","1988-07-07","MFL","","","","1988-01-01","VL2440"
"ITA","ITA000003598",NA,"MOD","2024-06-13","2100-12-31","00RO08392","00RO08392","IMPERO ROMANO","00072","Roma","IJTZ","Y","Y","Y","Y","","Y","247094320","FX","OTB","NO","","","","",22,18.1,47,46.8,0,412,"0.00","1","1958-08-30","MFL","","","","1956-01-01","VL1824"
"ITA","ITA000003631",NA,"MOD","2024-02-21","2100-12-31","00CA04126","00CA04126","MADONNA DI LORETO","00224","Cagliari","IRFE","Y","Y","Y","Y","","Y","247149380","FX","OTB","NO","","","","",18.01,15.98,24,21.7,0,206,"0.00","1","1965-06-24","MFL","","","","1965-01-01","VL1824"
"ITA","ITA000003642",NA,"MOD","2005-05-16","2100-12-31","00GA01205","00GA01205","SPERANZELLA","00078","Gaeta","ILTN","Y","Y","Y","","","","","FX","OTB","NO","","","","",18.8,16.68,33,30.59,0,294.1,"0.00","1","1958-04-10","MFL","","","","1954-01-01","VL1824"
"ITA","ITA000003653",NA,"MOD","2017-04-18","2100-12-31","00GA01477","00GA01477","NUOVA VANIGLIA","00078","Gaeta","IRJN","Y","Y","Y","","","","","FX","OTB","NO","","","","",16.1,14.59,17,24.14,0,205.9,"0.00","1","1972-09-28","MFL","","","","1962-01-01","VL1218"
"ITA","ITA000003662",NA,"MOD","2007-11-05","2100-12-31","00GA01661","00GA01661","ZORRO","00078","Gaeta","IKBE","Y","Y","Y","","","","","FX","OTB","NO","","","","",19.2,16.89,29,27.46,0,294,"0.00","1","1963-11-15","MFL","","","","1963-01-01","VL1824"
"ITA","ITA000003673",NA,"MOD","2024-03-22","2100-12-31","00PT01399","00PT01399","ALBATROS","00237","Porto Torres","ISVH","Y","Y","Y","Y","","Y","247151080","FX","OTB","NO","","","","",18.29,15.1,35,31.65,0,175,"0.00","1","1981-06-23","MFL","","","","1947-01-01","VL1824"
"ITA","ITA000003681",NA,"MOD","2005-06-01","2100-12-31","00RO08191","00RO08191","D. LUCA","00072","Roma","I.T.V.K","Y","Y","Y","","","","","FX","OTB","NO","","","","",21.6,18.24,67,59.96,0,309,"0.00","1","1991-02-16","MFL","","","","1982-01-01","VL1824"
"ITA","ITA000003708",NA,"MOD","2017-02-27","2100-12-31","00GA01771","00GA01771","ELISABETTA","00078","Gaeta","IJIW","Y","Y","Y","Y","","Y","247094170","FX","OTB","NO","","","","",21.03,18.95,66,59.05,0,331,"0.00","1","1985-02-14","MFL","","","","1985-01-01","VL1824"
"ITA","ITA000003723",NA,"MOD","2022-10-18","2100-12-31","00GA01801","00GA01801","MARDESO 14","00078","Gaeta","IUBL","Y","Y","Y","Y","","Y","247094090","FX","OTB","NO","","","","",16.95,15.12,28,23.82,0,191,"0.00","1","1966-08-13","MFL","","","","1966-01-01","VL1218"
"ITA","ITA000003738",NA,"MOD","2024-05-21","2100-12-31","00SP04681","00SP04681","CONCETTA","00032","La Spezia","IRTG","Y","Y","N","Y","","Y","247099270","FX","OTB","LLS","","","","",14.8,13.58,17,13.48,0,206,"0.00","1","1961-01-19","MFL","","","","1961-01-01","VL1218"
"ITA","ITA000003739",NA,"MOD","2012-08-09","2100-12-31","01GA00963","01GA00963","GIANSALVATORE","00079","Formia","ILNF2","Y","Y","Y","","","","","FX","OTB","NO","","","","",15.34,13.95,17,14.36,0,191.04,"0.00","1","1961-11-23","MFL","","","","1961-01-01","VL1218"
"ITA","ITA000003758",NA,"MOD","2020-08-25","2100-12-31","01GA01166","01GA01166","SAN LUIGI","00079","Formia","IKTV","Y","Y","Y","Y","","Y","247099180","FX","OTB","NO","","","","",17.57,15.51,30,24.89,0,198,"0.00","1","1970-06-13","MFL","","","","1969-01-01","VL1218"
"ITA","ITA000003823",NA,"MOD","2020-08-25","2100-12-31","01PE00903","01PE00903","GRECALE","00269","Licata","IWJT","Y","Y","N","Y","","Y","247148590","FX","OTB","NO","","","","",13.2,11.47,16,17.01,0,147,"0.00","1","1987-08-05","MFL","","","","1987-01-01","VL1218"
"ITA","ITA000003867",NA,"MOD","2024-12-11","2100-12-31","14LI00051","14LI00051","BUBBA","00062","Talamone","IOKS","Y","Y","N","Y","","Y","247094540","FX","OTB","LLS","","","","",12.89,11.23,11,8.93,0,84.58,"0.00","1","1977-05-19","MFL","","","","1976-01-01","VL1218"
"ITA","ITA000003890",NA,"MOD","2018-05-05","2100-12-31","02GA00988","02GA00988","MARIA MADRE II","00080","Ponza","IRNZ","Y","Y","Y","Y","","Y","247099420","FX","OTB","PS","","","","",18.55,16.65,51,27.93,0,220.6,"0.00","1","1951-10-24","MFL","","","","1951-01-01","VL1824"
"ITA","ITA000003934",NA,"MOD","2020-06-15","2100-12-31","00VG03879","00VG03879","KOBRA","00044","Viareggio","IIPD","Y","Y","N","Y","","N","","FX","OTB","NO","","","","",14.5,12.9,14,9.68,0,162,"0.00","1","1954-01-21","MFL","","","","1954-01-01","VL1218"
"ITA","ITA000004001",NA,"MOD","2020-08-25","2100-12-31","01RO02422","01RO02422","RAFFAELA MADRE","00073","Anzio","IXBB","Y","Y","N","Y","","Y","247095080","FX","OTB","GNS","","","","",10.89,9.3,7,8.78,0,162,"0.00","1","1976-01-13","MFL","","","","1975-01-01","VL0612"
"ITA","ITA000004013",NA,"MOD","2009-12-30","2100-12-31","04GA01075","04GA01075","RINALDO PADRE","00075","Terracina","","N","Y","N","","","","","FX","OTB","GNS","","","","",11.3,10.55,8,9.85,0,162,"0.00","1","1977-09-23","MFL","","","","1976-01-01","VL0612"
"ITA","ITA000004030",NA,"MOD","2014-09-02","2100-12-31","00SA02603","00SA02603","LEONDINA MADRE","00103","Salerno","IKBM2","Y","Y","N","","","","","FX","OTB","GNS","","","","",11.38,10.51,9,9.57,0,162,"0.00","1","1980-09-03","MFL","","","","1980-01-01","VL0612"
"ITA","ITA000004043",NA,"MOD","2003-01-01","2100-12-31","07PA02017","07PA02017","LOREDANA CASTIGLIA","00289","Porticello","","N","Y","N","N","","N","","FX","OTB","LLS","","","","",13.9,0,12,7.21,0,85,"0.00","1","1982-11-25","MFL","","","","1979-01-01","VL1218"
"ITA","ITA000004045",NA,"MOD","2012-08-24","2100-12-31","04GA01118","04GA01118","POSEIDONE","00075","Terracina","IPHO","Y","Y","N","","","","","FX","OTB","PS","","","","",13,11.33,11,9.65,0,112.5,"0.00","1","1983-04-07","MFL","","","","1982-01-01","VL1218"
"ITA","ITA000004061",NA,"MOD","2016-09-20","2100-12-31","04GA01256","04GA01256","SPERANZA","00075","Terracina","IVWE","Y","Y","Y","","","","","FX","OTB","LLS","","","","",15.61,13.12,22,23.49,0,206,"0.00","1","1978-01-09","MFL","","","","1977-01-01","VL1218"
"ITA","ITA000004081",NA,"MOD","2023-11-21","2100-12-31","04GA01170","04GA01170","GAETANO PADRE","00075","Terracina","IWRV","Y","Y","Y","Y","","Y","247092390","FX","OTB","PS","","","","",16.26,14.8,21,19.92,0,205.8,"0.00","1","1987-04-15","MFL","","","","1986-01-01","VL1218"
"ITA","ITA000004083",NA,"MOD","2013-05-30","2100-12-31","04GA01173","04GA01173","MARIA SORELLA II^","00075","Terracina","IUYM","Y","Y","Y","","","","","FX","OTB","NO","","","","",19.73,16.16,48,34.09,0,318.5,"0.00","1","1987-10-09","MFL","","","","1987-01-01","VL1824"
"ITA","ITA000004105",NA,"MOD","2012-03-05","2100-12-31","00GE04208","00GE04208","MARIA ROSA","00014","Genova","IVHI","Y","Y","Y","","","","","FX","OTB","NO","","","","",16.8,16.05,28,27.49,0,206,"0.00","1","1946-09-25","MFL","","","","1946-01-01","VL1218"
"ITA","ITA000004108",NA,"MOD","2021-01-27","2100-12-31","00VG03799","00VG03799","SAN CALOGERO","00044","Viareggio","IJUF","Y","Y","N","Y","","N","","FX","OTB","LLS","","","","",14.98,14.8,19,13.41,0,135,"0.00","1","1971-07-27","MFL","","","","1971-01-01","VL1218"
"ITA","ITA000004131",NA,"MOD","2023-07-12","2100-12-31","08LI00121","08LI00121","ARGONAUTA","00056","Porto Ercole","","N","Y","N","N","","N","","FX","OTB","PS","","","","",8.44,8.36,2,5.72,0,53,"0.00","3","1979-05-15","MFL","","","","1979-01-01","VL0612"
"ITA","ITA000004134",NA,"MOD","2016-10-19","2100-12-31","00GE08398","00GE08398","NOI TRE","00014","Genova","","N","Y","N","","","","","FX","OTB","PS","","","","",7.44,6.99,1,2.5,0,42,"0.00","3","1979-10-02","MFL","","","","1978-01-01","VL0612"
"ITA","ITA000004151",NA,"MOD","2022-08-03","2100-12-31","01GA01325","01GA01325","STELLA","00079","Formia","ISLY","Y","Y","Y","Y","","Y","247094080","FX","OTB","NO","","","","",17.05,14.01,26,24.6,0,183.8,"0.00","1","1982-12-03","MFL","","","","1982-01-01","VL1218"
"ITA","ITA000004193",NA,"MOD","2019-04-15","2100-12-31","02GE03253","02GE03253","NUOVO VITTORIO FILIPPO","00015","Santa Margherita Ligure","IOPF","Y","Y","Y","Y","","Y","247044920","FX","OTB","LLS","","","","",16.45,15.8,20,15.41,0,132.35,"0.00","1","1965-01-15","MFL","","","","1964-01-01","VL1218"
"ITA","ITA000004196",NA,"MOD","2023-04-04","2100-12-31","02GE03268","02GE03268","METEORA","00015","Santa Margherita Ligure","IQUB","Y","Y","N","Y","","Y","247045030","FX","OTB","LLS","","","","",12.4,12,11,9.79,0,102.9,"0.00","1","1976-08-21","MFL","","","","1954-01-01","VL1218"
"ITA","ITA000004201",NA,"MOD","2020-06-08","2100-12-31","04GE01440","04GE01440","FELICINA","00017","Chiavari","","N","Y","N","Y","","N","","FX","OTB","GNS","","","","",10.27,9.67,6,7.97,0,59,"0.00","1","1979-10-27","MFL","","","","1953-01-01","VL0612"
"ITA","ITA000004228",NA,"MOD","2014-12-31","2100-12-31","02GE03335","02GE03335","PINETTO GIACOMO","00015","Santa Margherita Ligure","IUIO","Y","Y","Y","","","","","FX","OTB","NO","","","","",16.67,15.3,19,21.32,0,162,"0.00","1","1983-04-08","MFL","","","","1945-01-01","VL1218"
"ITA","ITA000004229",NA,"MOD","2020-08-25","2100-12-31","02GE03337","02GE03337","BIG RAMON","00015","Santa Margherita Ligure","IOPV","Y","Y","N","Y","","Y","247045130","FX","OTB","NO","","","","",14.75,14.3,24,19.43,0,141,"0.00","1","1946-01-19","MFL","","","","1945-01-01","VL1218"
"ITA","ITA000004231",NA,"MOD","2012-01-21","2100-12-31","02GE03345","02GE03345","ELISABETTA","00015","Santa Margherita Ligure","IKGU","Y","Y","Y","","","","","FX","OTB","NO","","","","",18.14,17.53,29,29.38,0,117.6,"0.00","1","1956-09-15","MFL","","","","1956-01-01","VL1824"
"ITA","ITA000004238",NA,"MOD","2016-04-20","2100-12-31","02GE03356","02GE03356","ARDITO","00015","Santa Margherita Ligure","IJDM","Y","Y","Y","Y","","Y","247044930","FX","OTB","NO","","","","",18.2,16.3,26,29.41,0,161.8,"0.00","1","1985-01-22","MFL","","","","1981-01-01","VL1824"
"ITA","ITA000004239",NA,"MOD","2006-11-28","2100-12-31","02GE03360","02GE03360","IMPAVIDO","00015","Santa Margherita Ligure","IOUD","Y","Y","Y","","","","","FX","OTB","NO","","","","",17.28,16.16,29,31.42,0,176,"0.00","1","1985-03-13","MFL","","","","1947-01-01","VL1218"
"ITA","ITA000004317",NA,"MOD","2013-01-03","2100-12-31","05GE00085","05GE00085","IL GIOVANNUCCIO","00018","Sestri Levante","IJGS","Y","Y","N","","","","","FX","OTB","NO","","","","",14.67,12.55,21,23.85,0,165,"0.00","3","1985-03-13","MFL","","","","1984-01-01","VL1218"
"ITA","ITA000004324",NA,"MOD","2020-08-25","2100-12-31","05GE00006","05GE00006","SAN GIUSEPPE","00018","Sestri Levante","IKDO","Y","Y","Y","Y","","Y","247045180","FX","OTB","PS","","","","",17.05,16.85,21,20.89,0,141.2,"0.00","1","1976-04-08","MFL","","","","1955-01-01","VL1218"
"ITA","ITA000004346",NA,"MOD","2020-08-25","2100-12-31","02GE03418","02GE03418","MONELLO","00015","Santa Margherita Ligure","IWJJ","Y","Y","N","Y","","Y","247044970","FX","OTB","NO","","","","",14.96,14.8,25,24.26,0,161.8,"0.00","4","1987-08-17","MFL","","","","1987-01-01","VL1218"
"ITA","ITA000004347",NA,"MOD","2024-11-11","2100-12-31","03OL00229","03OL00229","ADELE","00233","Siniscola","IKCK","Y","Y","N","Y","","Y","247200540","FX","OTB","LLS","","","","",13.11,11.3,11,9.86,0,125,"0.00","1","1984-02-27","MFL","","","","1984-01-01","VL1218"
"ITA","ITA000004348",NA,"MOD","2020-08-25","2100-12-31","01LI01374","01LI01374","ORION","00049","Piombino","IWKF","Y","Y","N","Y","","Y","247220410","FX","OTB","PS","","","","",12.66,12.35,12,9.81,0,110,"0.00","1","1986-05-30","MFL","","","","1978-01-01","VL1218"
"ITA","ITA000004546",NA,"MOD","2024-02-20","2100-12-31","05GL00007","05GL00007","RIZIERI","00537","Leuca","IZTT","Y","Y","Y","Y","","Y","247120210","FX","OTB","LLS","","","","",13.51,13.05,7,9.68,0,105,"0.00","1","1977-05-02","MFL","","","","1977-01-01","VL1218"
"ITA","ITA000004551",NA,"MOD","2020-08-25","2100-12-31","00TA04730","00TA04730","S. ANTONIO V","00152","Taranto","IJJI","Y","Y","N","Y","","Y","247129040","FX","OTB","NO","","","","",13.38,12.73,15,9.96,0,147,"0.00","1","1977-08-17","MFL","","","","1977-01-01","VL1218"
"ITA","ITA000004558",NA,"MOD","2019-10-11","2100-12-31","00GT00672","00GT00672","LUCIA ANTONIO","00133","Gioia Tauro","","N","Y","N","Y","","N","","FX","OTB","LLS","","","","",13.5,12.58,6,9.08,0,125,"0.00","1","1978-06-08","MFL","","","","1977-01-01","VL1218"
"ITA","ITA000004563",NA,"MOD","2013-05-14","2100-12-31","00GL03546","00GL03546","SILVIO","00153","Gallipoli","","N","Y","N","","","","","FX","OTB","NO","","","","",14.44,14.08,8,9.01,0,162,"0.00","1","1978-08-10","MFL","","","","1978-01-01","VL1218"
"ITA","ITA000004578",NA,"MOD","2021-11-10","2100-12-31","00AU01944","00AU01944","GAETANO PADRE","00262","Augusta","","N","Y","N","N","","N","","FX","OTB","LLS","","","","",12.5,12.17,6,9.76,0,228,"0.00","1","1979-08-08","MFL","","","","1978-01-01","VL1218"
"ITA","ITA000004583",NA,"MOD","2020-06-02","2100-12-31","03VM00122","03VM00122","SANTA MARIA DELLA GROTTA","00120","Praia A Mare","IXGS","Y","Y","N","Y","","N","","FX","OTB","LLS","","","","",12.93,12.21,8,9.96,0,162,"0.00","1","1979-09-20","MFL","","","","1979-01-01","VL1218"
"ITA","ITA000004649",NA,"MOD","2015-02-19","2100-12-31","13RC00206","13RC00206","IOLE","00143","Roccella Ionica","IFUJ2","Y","Y","N","","","","","FX","OTB","LLS","","","","",14.38,13.23,9,9.95,0,176.5,"0.00","1","1984-09-04","MFL","","","","1969-01-01","VL1218"
"ITA","ITA000004652",NA,"MOD","2020-08-25","2100-12-31","05GL00009","05GL00009","FRANCESCA I","00537","Leuca","IZTE","Y","Y","N","N","","Y","247120270","FX","OTB","LLS","","","","",12.4,10.94,11,9.59,0,95,"0.00","1","1984-11-10","MFL","","","","1984-01-01","VL1218"
"ITA","ITA000004655",8572451,"MOD","2021-01-06","2100-12-31","11SA00228","11SA00228","ELIA","00113","Palinuro","IKIT","Y","Y","N","Y","","Y","247129070","FX","OTB","LLS","","","","",13.08,12.85,6,9.86,0,110.3,"0.00","1","1985-01-14","MFL","","","","1984-01-01","VL1218"
"ITA","ITA000004665",NA,"MOD","2020-08-25","2100-12-31","00GL03729","00GL03729","CLAUDIA IV","00153","Gallipoli","IJHW","Y","Y","N","N","","Y","247126560","FX","OTB","LLS","","","","",12.43,11.76,15,9.93,0,162,"0.00","1","1985-07-02","MFL","","","","1979-01-01","VL1218"
"ITA","ITA000004728",NA,"MOD","2021-04-19","2100-12-31","00BL01047","00BL01047","SAN PASQUALE","00163","Barletta","ILKE2","Y","Y","N","Y","","N","","FX","OTB","LLS","","","","",12.84,11.53,6,9.83,0,117.5,"0.00","1","1988-08-13","MFL","","","","1979-01-01","VL1218"
"ITA","ITA000004758",NA,"MOD","2021-12-03","2100-12-31","00GL03853","00GL03853","VINCENZO SCHIATTA","00153","Gallipoli","IWZG","Y","Y","N","Y","","Y","247128770","FX","OTB","NO","","","","",13.36,12.45,14,9.86,0,59,"0.00","1","1977-08-20","MFL","","","","1977-01-01","VL1218"
"ITA","ITA000004787",NA,"MOD","2021-04-06","2100-12-31","05BA00752","05BA00752","ERMES","00159","Mola Di Bari","IKAL2","Y","Y","N","Y","","N","","FX","OTB","NO","","","","",12.57,12.19,11,9.75,0,104.5,"0.00","1","1979-01-31","MFL","","","","1978-01-01","VL1218"
"ITA","ITA000004888",NA,"MOD","2016-04-20","2100-12-31","15SA00349","15SA00349","ORIZZONTE","00116","Sapri","ITZJ","Y","Y","Y","","","","","FX","OTB","LLS","","","","",21.26,16.66,60,50.52,0,289.7,"0.00","1","1984-02-02","MFL","","","","1984-01-01","VL1824"
"ITA","ITA000004891",NA,"MOD","2016-05-06","2100-12-31","03PE00724","03PE00724","ORCHIDEA BIANCA","00271","Sciacca","IPWG","Y","Y","Y","Y","","Y","247049190","FX","OTB","NO","","","","",20.4,16.4,41,37.22,0,331,"0.00","1","1984-02-27","MFL","","","","1980-01-01","VL1824"
"ITA","ITA000004903",NA,"MOD","2020-07-31","2100-12-31","00TM00267","00TM00267","MATTEO E FRANCESCO CANNARSA","00174","Termoli","IKGX","Y","Y","Y","Y","","Y","247049210","FX","OTB","NO","","","","",18.43,14.75,49,38.3,0,206,"0.00","1","1985-05-25","MFL","","","","1985-01-01","VL1824"
"ITA","ITA000004904",NA,"MOD","2016-05-01","2100-12-31","02GE03456","02GE03456","TERESA MADRE","00015","Santa Margherita Ligure","IKJO","Y","Y","Y","Y","","Y","247041670","FX","OTB","NO","","","","",18.39,14.45,49,38.64,0,206,"0.00","1","1985-05-25","MFL","","","","1984-01-01","VL1824"
"ITA","ITA000004916",NA,"MOD","2020-08-25","2100-12-31","00IM01129","00IM01129","MARICA","00001","Imperia","IJKZ","Y","Y","N","Y","","Y","247041510","FX","OTB","LLS","","","","",13.3,11.8,10,9.85,0,213,"0.00","1","1976-09-01","MFL","","","","1976-01-01","VL1218"
"ITA","ITA000004976",NA,"MOD","2020-08-25","2100-12-31","02IM00378","02IM00378","ANNETTA II","00003","Ventimiglia","ISTZ","Y","Y","N","Y","","Y","247048710","FX","OTB","GNS","","","","",12.07,10.9,9,9.88,0,100,"0.00","1","1981-01-27","MFL","","","","1974-01-01","VL1218"
"ITA","ITA000004998",NA,"MOD","2022-10-24","2100-12-31","00CA04177","00CA04177","MARIA GRAZIA","00224","Cagliari","IPOL","Y","Y","Y","Y","","Y","247048880","FX","OTB","NO","","","","",22.23,19.13,57,59.53,0,423,"0.00","1","1979-06-05","MFL","","","","1979-01-01","VL1824"
"ITA","ITA000005009",NA,"MOD","2016-12-02","2100-12-31","01IM01828","01IM01828","GRAZIA ROSA II","00002","San Remo","IWMC","Y","Y","Y","Y","","Y","247048990","FX","OTB","NO","","","","",20.55,17.84,65,59.79,0,300,"0.00","1","1987-07-13","MFL","","","","1987-01-01","VL1824"
"ITA","ITA000005015",NA,"MOD","2016-10-25","2100-12-31","01IM01840","01IM01840","PATRIZIA","00002","San Remo","INGP","Y","Y","Y","Y","","Y","247042850","FX","OTB","NO","","","","",16.25,13.77,27,23.83,0,162,"0.00","1","1990-02-12","MFL","","","","1989-01-01","VL1218"
"ITA","ITA000005075",NA,"MOD","2003-01-01","2100-12-31","00CT02831","00CT02831","ALBA ANGELA","00256","Catania","IKFN","Y","Y","Y","","","","","FX","OTB","PS","","","","",25.1,21.9,97,69.02,0,294,"0.00","1","1977-03-30","MFL","","","","1970-01-01","VL2440"
"ITA","ITA000005091",NA,"MOD","2008-03-01","2100-12-31","00LI09720","00LI09720","S. LUCIA II","00048","Livorno","INUD","Y","Y","N","N","","N","","FX","OTB","GNS","","","","",13.72,11.52,15,9.9,0,143,"0.00","1","1980-11-28","MFL","","","","1980-01-01","VL1218"
"ITA","ITA000005095",NA,"MOD","2016-07-28","2100-12-31","03SR01077","03SR01077","ENZO C.","00265","Portopalo Di Capo Passero","IKMC","Y","Y","Y","","","","","FX","OTB","GNS","","","","",16.5,14.51,25,22.78,0,206,"0.00","1","1946-05-11","MFL","","","","1946-01-01","VL1218"
"ITA","ITA000005098",NA,"MOD","2023-10-05","2100-12-31","00GT00684","00GT00684","SAN GIORGIO","00133","Gioia Tauro","IKEM","Y","Y","Y","Y","","Y","247064470","FX","OTB","NO","","","","",16.31,13.37,27,22.85,0,147,"0.00","1","1982-05-11","MFL","","","","1982-01-01","VL1218"
"ITA","ITA000005102",NA,"MOD","2011-11-23","2100-12-31","00IM01180","00IM01180","ATLANTIDE","00001","Imperia","IKMX","Y","Y","Y","","","","","FX","OTB","PS","","","","",16.2,10.97,18,9.59,0,147,"0.00","1","1982-10-30","MFL","","","","1982-01-01","VL1218"
"ITA","ITA000005105",NA,"MOD","2016-10-24","2100-12-31","00OS01094","00OS01094","FRANCA TALLARICO","00227","Oristano","INDV","Y","Y","Y","Y","","Y","247155630","FX","OTB","LLS","","","","",22.4,18.6,67,59.26,0,125,"0.00","1","1961-10-30","MFL","","","","1961-01-01","VL1824"
"ITA","ITA000005120",NA,"MOD","2012-10-31","2100-12-31","00MF03065","00MF03065","ANNA LUCIA I","00167","Manfredonia","IKKO","Y","Y","Y","","","","","FX","OTB","NO","","","","",16.25,13.75,24,24.15,0,185.3,"0.00","1","1984-12-12","MFL","","","","1972-01-01","VL1218"
"ITA","ITA000005129",NA,"MOD","2005-06-10","2100-12-31","00LI09841","00LI09841","ER PIU'","00048","Livorno","ITTP","Y","Y","Y","","","","","FX","OTB","PS","","","","",18.7,14.91,38,35.07,0,220,"0.00","1","1985-10-17","MFL","","","","1985-01-01","VL1824"
"ITA","ITA000005138",NA,"MOD","2021-04-14","2100-12-31","04PE00588","04PE00588","AITA","00272","Lampedusa","IWUQ","Y","Y","N","Y","","Y","247308460","FX","OTB","NO","","","","",14.95,14.4,23,24.88,0,206,"0.00","1","1986-09-09","MFL","","","","1982-01-01","VL1218"
"ITA","ITA000005140",NA,"MOD","2022-05-12","2100-12-31","00MZ01708","00MZ01708","SAN GAETANO","00243","Milazzo","IOFS","Y","Y","Y","Y","","Y","247149620","FX","OTB","GND","","","","",17.55,14.96,49,24.58,0,221,"0.00","1","1986-11-07","MFL","","","","1986-01-01","VL1218"
"ITA","ITA000005164",NA,"MOD","2021-04-06","2100-12-31","00ML01091","00ML01091","OTTAVIA MADRE","00162","Molfetta","IVUT","Y","Y","N","Y","","Y","247126210","FX","OTB","NO","","","","",13.96,12.65,15,9.87,0,161.8,"0.00","1","1988-06-07","MFL","","","","1987-01-01","VL1218"
"ITA","ITA000005167",NA,"MOD","2013-07-22","2100-12-31","00RC00079M","00RC00079M","CRISTIAN PRIMO","00130","Reggio Calabria","IWSC","Y","Y","Y","Y","","Y","247140080","FX","OTB","PS","","","","",25.13,21.12,77,73.79,0,330,"0.00","1","1988-12-19","MFL","","","","1988-01-01","VL2440"
"ITA","ITA000005184",NA,"MOD","2018-06-21","2100-12-31","08LI00115","08LI00115","MARETTO","00056","Porto Ercole","IUQC","Y","Y","Y","Y","","Y","247066290","FX","OTB","LLS","","","","",19.2,16.07,42,34.29,0,189,"0.00","1","1990-05-14","MFL","","","","1990-01-01","VL1824"
"ITA","ITA000005188",NA,"MOD","2023-04-01","2100-12-31","00LI09950","00LI09950","SQUALO","00048","Livorno","IOVB","Y","Y","N","Y","","Y","247068330","FX","OTB","GNS","","","","",8.89,7.42,3,4.83,0,66.2,"0.00","1","1990-11-24","MFL","","","","1990-01-01","VL0612"
"ITA","ITA000005207",NA,"MOD","2015-02-25","2100-12-31","01LI01314","01LI01314","CESARINA","00049","Piombino","ILKN","Y","Y","Y","Y","","Y","247220290","FX","OTB","NO","","","","",15.3,14.6,24,22.8,0,191,"0.00","1","1982-06-10","MFL","","","","1950-01-01","VL1218"
"ITA","ITA000005221",NA,"MOD","2020-06-25","2100-12-31","00VG03867","00VG03867","SAMPEI","00044","Viareggio","INLO","Y","Y","N","Y","","N","","FX","OTB","GNS","","","","",11.95,10.19,10,9.94,0,128,"0.00","1","1978-07-24","MFL","","","","1978-01-01","VL0612"
"ITA","ITA000005240",NA,"MOD","2017-11-09","2100-12-31","04PC00636","04PC00636","SCARAZZA","00176","Giulianova","IPZK","Y","Y","Y","","","","","FX","OTB","NO","","","","",18.58,15.32,42,34.99,0,213,"0.00","1","1977-01-14","MFL","","","","1977-01-01","VL1824"
"ITA","ITA000005244",NA,"MOD","2024-11-11","2100-12-31","02LI02658","02LI02658","MIRELLA","00050","Porto Santo Stefano","INRH","Y","Y","Y","Y","","Y","247065730","FX","OTB","NO","","","","",19.02,16.07,55,45.02,0,294,"0.00","1","1970-07-08","MFL","","","","1969-01-01","VL1824"
"ITA","ITA000005260",NA,"MOD","2022-07-19","2100-12-31","02LI02676","02LI02676","ISABELLA","00050","Porto Santo Stefano","IOWM","Y","Y","Y","Y","","Y","247065440","FX","OTB","NO","","","","",19.48,16.4,47,39.82,0,294,"0.00","1","1955-10-19","MFL","","","","1954-01-01","VL1824"
"ITA","ITA000005265",NA,"MOD","2014-05-05","2100-12-31","00SB00479","00SB00479","MARINA O.","00182","San Benedetto Del Tronto","IWCN","Y","Y","Y","Y","","Y","247080270","FX","OTB","NO","","","","",21.31,18.86,65,66.66,0,375,"0.00","2","1979-04-13","MFL","","","","1979-01-01","VL1824"
"ITA","ITA000005274",NA,"MOD","2016-10-14","2100-12-31","02LI02753","02LI02753","NETTUNO II","00050","Porto Santo Stefano","IQON","Y","Y","Y","Y","","Y","247065720","FX","OTB","LLS","","","","",22.78,17.48,73,59.4,0,465,"0.00","1","1980-05-16","MFL","","","","1980-01-01","VL1824"
"ITA","ITA000005279",NA,"MOD","2008-02-19","2100-12-31","02LI02759","02LI02759","S.SALVATORE","00050","Porto Santo Stefano","IWXS","Y","Y","N","","","","","FX","OTB","NO","","","","",14.45,11.75,16,9.85,0,161.7,"0.00","1","1980-12-11","MFL","","","","1967-01-01","VL1218"
"ITA","ITA000005283",NA,"MOD","2006-03-07","2100-12-31","00MV01213","00MV01213","MATTIA MADRE","00273","Mazara Del Vallo","IOHC","Y","Y","Y","","","","","FX","OTB","LLS","","","","",29.06,22.91,122,119.63,0,492,"0.00","1","1982-05-03","MFL","","","","1973-01-01","VL2440"
