"","X","Time.Range","Vessel.ID","Flag","Vessel.Name","Entry.Timestamp","Exit.Timestamp","Gear.Type","Vessel.Type","MMSI","IMO","CallSign","First.Transmission.Date","Last.Transmission.Date","Apparent.Fishing.Hours","month","quarter","id"
"6224",14554,"2021-08","01ac2f900-0c47-a852-c650-6aa82b754775","ITA","GIANNI RIVERA","2021-01-03 23:00:00","2021-12-30 14:00:00","TRAWLERS","FISHING","247066180",NA,"IMQF","2013-06-14 14:34:51","2025-07-18 16:28:11",2.92,8,3,"14G0"
"6225",14565,"2021-07","b2a081b87-7dc2-5afe-e7ac-6f5cd261d9da","ITA","MONELLO","2021-01-05 07:00:00","2021-12-30 14:00:00","TRAWLERS","FISHING","247044970",NA,"IWJJ","2014-07-30 06:52:49","2025-07-18 12:23:35",67.35,7,3,"17F9"
"6226",14571,"2021-07","a8e7a4833-3700-0508-9a2d-ec87ae97a3a2","ITA","MARIAMADRE","2021-01-04 04:00:00","2021-12-30 14:00:00","TRAWLERS","FISHING","247092830",NA,"IOXL","2013-05-07 10:50:35","2025-07-20 23:59:26",2.8,7,3,"12G2"
"6227",14572,"2021-07","b2a081b87-7dc2-5afe-e7ac-6f5cd261d9da","ITA","MONELLO","2021-01-05 07:00:00","2021-12-30 14:00:00","TRAWLERS","FISHING","247044970",NA,"IWJJ","2014-07-30 06:52:49","2025-07-18 12:23:35",37.06,7,3,"17F9"
"6228",14575,"2021-08","01ac2f900-0c47-a852-c650-6aa82b754775","ITA","GIANNI RIVERA","2021-01-03 23:00:00","2021-12-30 14:00:00","TRAWLERS","FISHING","247066180",NA,"IMQF","2013-06-14 14:34:51","2025-07-18 16:28:11",3.34,8,3,"13G1"
"6229",14581,"2021-08","17369ded3-316e-47fe-dbd2-9296123a9216","ITA","ISABELLA","2021-01-03 09:00:00","2021-12-30 13:00:00","TRAWLERS","FISHING","247065440",NA,"IOWM","2013-03-25 02:43:51","2025-07-20 23:37:47",9.11,8,3,"13G0"
"6230",14582,"2021-07","fd7b02175-538c-125e-7d04-399cdce31466","ITA","MARE BLU","2021-01-04 02:00:00","2021-12-30 15:00:00","TRAWLERS","FISHING","247065080",NA,NA,"2013-06-24 00:40:18","2024-08-16 10:02:30",86.67,7,3,"14G0"
"6231",14587,"2021-07","fd7b02175-538c-125e-7d04-399cdce31466","ITA","MARE BLU","2021-01-04 02:00:00","2021-12-30 15:00:00","TRAWLERS","FISHING","247065080",NA,NA,"2013-06-24 00:40:18","2024-08-16 10:02:30",2.24,7,3,"14G0"
"6232",14601,"2021-08","a5084903d-de65-a30f-5864-e30b5cd3872a","ITA","CESARINA","2021-01-06 23:00:00","2021-12-29 12:00:00","TRAWLERS","FISHING","247220290",NA,"ILKN","2014-05-14 03:57:27","2025-07-20 23:59:51",9.27,8,3,"15G0"
"6233",14606,"2021-07","fd7b02175-538c-125e-7d04-399cdce31466","ITA","MARE BLU","2021-01-04 02:00:00","2021-12-30 15:00:00","TRAWLERS","FISHING","247065080",NA,NA,"2013-06-24 00:40:18","2024-08-16 10:02:30",17.3,7,3,"14G0"
"6234",14620,"2021-06","184cc0102-2777-f1db-d4ca-6cf64d4ccf88","ITA","NETTUNO II","2021-01-04","2021-12-30 10:00:00","TRAWLERS","FISHING","247065720",NA,"IQON","2013-06-05 20:08:53","2025-07-20 23:59:47",4.21,6,3,"14F9"
"6235",14621,"2021-08","478b14262-2ad1-7a58-fa40-5e9984d6abae","ITA","MARIANNA","2021-01-04 04:00:00","2021-12-29 14:00:00","TRAWLERS","FISHING","247093010",NA,"IWPS","2013-03-20 00:12:19","2025-07-18 14:44:37",8.29,8,3,"12G1"
"6236",14632,"2021-07","48a4f570e-e223-7593-a807-90e52eaf60f8","ITA","ILCORSARO","2021-07-20 11:00:00","2021-10-01 12:00:00","TRAWLERS","FISHING","247103220",NA,"IIPX2","2021-06-18 07:52:03","2024-04-02 10:09:35",5.6,7,3,"17F9"
"6237",14644,"2021-06","e5a924ae4-480e-17ab-721c-f0f5c7797b31","ITA","GIORGIA","2021-01-04 02:00:00","2021-12-30 14:00:00","TRAWLERS","FISHING","247066190",NA,NA,"2014-04-07 00:24:27","2025-07-18 14:14:53",1.08,6,3,"13G0"
"6238",14647,"2021-06","c00e8f8fa-a22a-f5cb-c833-b9366d851de5","ITA","FRIDA","2021-01-04 05:00:00","2021-12-23 11:00:00","TRAWLERS","FISHING","247065690",NA,"IUXA","2013-05-02 01:49:30","2025-07-20 23:59:35",6.01,6,3,"13G0"
"6239",14648,"2021-08","73f0bbb55-5d59-9cab-dd39-c56b0c8e7c20","ITA","RAIMONDO SFERLAZZO","2021-01-04 05:00:00","2021-12-30 07:00:00","TRAWLERS","FISHING","247250620",NA,"ILWO.2","2013-05-20 01:15:41","2025-07-18 14:14:07",1.6,8,3,"12G2"
"6240",14663,"2021-08","6d292d378-8dfa-7c9b-7b69-cd36b1ccdfa9","ITA","FURORE","2021-01-04","2021-12-23 14:00:00","TRAWLERS","FISHING","247101230",NA,"IKRH","2013-06-04 02:43:42","2025-07-18 16:35:18",4.22,8,3,"14G0"
"6241",14664,"2021-06","cbc4b4d47-74a5-f921-7fb8-1605aeec03f7","ITA","ANTONIO FRANCESCA M.","2021-01-04 04:00:00","2021-12-29 13:00:00","TRAWLERS","FISHING","247093030",NA,"IFUI","2013-05-19 10:19:32","2025-07-20 23:59:59",15.93,6,3,"12G1"
"6242",14673,"2021-08","240bd4799-9864-03e2-03e5-81046322d29e","ITA","PAOLA MADRE","2021-01-04 10:00:00","2021-12-30 14:00:00","TRAWLERS","FISHING","247090910",NA,"ILTG","2013-02-08 16:19:43","2025-07-20 23:59:44",3.81,8,3,"11G2"
"6243",14673,"2021-08","240bd4799-9864-03e2-03e5-81046322d29e","ITA","PAOLA MADRE","2021-01-04 10:00:00","2021-12-30 14:00:00","TRAWLERS","FISHING","247090910",NA,"ILTG","2013-02-08 16:19:43","2025-07-20 23:59:44",3.81,8,3,"12G2"
"6244",14688,"2021-08","eb7ba4542-21a3-7c0d-607c-6d09d5218877","ITA","S. FERMINA","2021-01-04 03:00:00","2021-12-29 13:00:00","TRAWLERS","FISHING","247094310",NA,"IIIL","2013-05-17 05:04:21","2025-07-16 14:29:29",63.99,8,3,"13G1"
"6245",14701,"2021-07","72c6c4de9-9f7c-92c8-9bd0-64f0777105bb","ITA","MP CLAUDIO PADRE","2021-01-04 06:00:00","2021-12-30 12:00:00","TRAWLERS","FISHING","247123920",NA,"IPFT","2019-08-07 07:56:24","2025-07-20 23:59:27",7.35,7,3,"12G2"
"6246",14704,"2021-08","a5dfa5104-4dbc-0aa6-e7ef-c1665b4ec2e9","ITA","MONSSER","2021-01-03 08:00:00","2021-12-30 09:00:00","TRAWLERS","FISHING","247044790",NA,"IJYT","2019-12-09 09:29:50","2025-07-20 23:57:30",0.05,8,3,"14G0"
"6247",14707,"2021-07","48a4f570e-e223-7593-a807-90e52eaf60f8","ITA","ILCORSARO","2021-07-20 11:00:00","2021-10-01 12:00:00","TRAWLERS","FISHING","247103220",NA,"IIPX2","2021-06-18 07:52:03","2024-04-02 10:09:35",4.82,7,3,"16F9"
"6248",14718,"2021-08","184cc0102-2777-f1db-d4ca-6cf64d4ccf88","ITA","NETTUNO II","2021-01-04","2021-12-30 10:00:00","TRAWLERS","FISHING","247065720",NA,"IQON","2013-06-05 20:08:53","2025-07-20 23:59:47",13.65,8,3,"14F9"
"6249",14721,"2021-06","c00e8f8fa-a22a-f5cb-c833-b9366d851de5","ITA","FRIDA","2021-01-04 05:00:00","2021-12-23 11:00:00","TRAWLERS","FISHING","247065690",NA,"IUXA","2013-05-02 01:49:30","2025-07-20 23:59:35",14.25,6,3,"14G1"
"6250",14725,"2021-08","243942918-83f7-ad86-4a56-e4954dc2f210","ITA","S.VINCENZO","2021-01-04 05:00:00","2021-12-30 08:00:00","TRAWLERS","FISHING","247092920",NA,"IPBA","2013-04-21 22:38:02","2024-01-12 12:01:38",60.36,8,3,"12G1"
"6251",14735,"2021-08","580c970e4-4213-4f9c-ae9f-f6ed1871dc6e","ITA","AGOSTINO IMPERATO","2021-01-04 03:00:00","2021-12-30 13:00:00","TRAWLERS","FISHING","247092790",NA,"IZNI","2013-04-23 23:18:30","2025-07-20 23:56:11",2.17,8,3,"12G1"
"6252",14756,"2021-07","f80bf43e2-2c4b-19cf-33a2-ed2384b2343f","ITA","GIUBILEO","2021-02-11","2021-12-30 15:00:00","TRAWLERS","FISHING","247300170",NA,"IFQD2","2016-03-15 09:44:47","2025-07-20 23:19:17",11.35,7,3,"14G0"
"6253",14761,"2021-06","5568a3ba3-30ea-01f4-1a45-07c8717d7fea","ITA","CERNIA","2021-02-23 04:00:00","2021-12-19 10:00:00","TRAWLERS","FISHING","247303790",NA,"ILLK","2013-04-15 06:32:03","2024-09-30 15:41:14",3.06,6,3,"13G0"
"6254",14783,"2021-06","b0debeac4-4fb9-7b82-4378-606440ec6781","ITA","RINASCITA","2021-01-04 08:00:00","2021-12-30 13:00:00","TRAWLERS","FISHING","247090950",NA,"ISFK","2013-02-04 23:52:39","2025-07-19 08:12:23",0.79,6,3,"11G2"
"6255",14806,"2021-08","5568a3ba3-30ea-01f4-1a45-07c8717d7fea","ITA","CERNIA","2021-02-23 04:00:00","2021-12-19 10:00:00","TRAWLERS","FISHING","247303790",NA,"ILLK","2013-04-15 06:32:03","2024-09-30 15:41:14",1.73,8,3,"13G0"
"6256",14822,"2021-08","e805685ad-d03d-bf5e-ec01-0e7c15b976af","ITA","FRECCIA","2021-02-24 03:00:00","2021-12-30 14:00:00","TRAWLERS","FISHING","247068070",NA,"INKZ","2013-06-04 00:41:26","2025-07-20 23:56:22",0.37,8,3,"13G1"
"6257",14826,"2021-06","600bb00eb-ba6e-544a-aaeb-2faf39dbca21","ITA","BACICIN V","2021-01-04 07:00:00","2021-12-30 15:00:00","TRAWLERS","FISHING","247049280",NA,"ILVP","2013-05-29 10:34:51","2025-07-18 18:08:19",30.28,6,3,"17F8"
"6258",14830,"2021-07","e805685ad-d03d-bf5e-ec01-0e7c15b976af","ITA","FRECCIA","2021-02-24 03:00:00","2021-12-30 14:00:00","TRAWLERS","FISHING","247068070",NA,"INKZ","2013-06-04 00:41:26","2025-07-20 23:56:22",2.13,7,3,"14G0"
"6259",14855,"2021-07","f707da723-3baf-8578-cc91-60127167b9be","ITA","BISMARK","2021-01-04 03:00:00","2021-12-29 21:00:00","TRAWLERS","FISHING","247092770",NA,NA,"2013-12-08 23:46:03","2023-08-19 09:09:33",7.92,7,3,"12G1"
"6260",14861,"2021-06","188ebc849-995e-103f-de7a-98c956e59f3f","ITA","SAN.PIETRO I","2021-01-04 04:00:00","2021-10-29 12:00:00","TRAWLERS","FISHING","247149790",NA,"IFCR2","2018-11-19 10:42:26","2024-11-29 17:44:49",8.99,6,3,"12G1"
"6261",14869,"2021-07","01ac2f900-0c47-a852-c650-6aa82b754775","ITA","GIANNI RIVERA","2021-01-03 23:00:00","2021-12-30 14:00:00","TRAWLERS","FISHING","247066180",NA,"IMQF","2013-06-14 14:34:51","2025-07-18 16:28:11",84.28,7,3,"13G0"
"6262",14878,"2021-06","497c391b6-6ba9-4595-83ed-68fe74ed0958","ITA","PRIMO","2021-01-15 06:00:00","2021-12-30 15:00:00","TRAWLERS","FISHING","247042630",NA,"IRXU","2014-06-23 04:20:40","2025-07-02 14:43:10",0.98,6,3,"13G1"
"6263",14881,"2021-07","7ac48f28b-bd17-d84a-d29c-cf66a0eea592","ITA","MP FRANCESCO PADRE","2021-01-04 04:00:00","2021-12-30 12:00:00","TRAWLERS","FISHING","247099360",NA,"IKLA2","2013-04-21 22:18:21","2025-07-20 23:59:26",14.44,7,3,"12G2"
"6264",14906,"2021-08","f9874dc05-558a-dd38-c0b6-d13ec69d1108","ITA","SABRINA E GIADA","2021-01-04","2021-12-30 15:00:00","TRAWLERS","FISHING","247147420",NA,"ILAK","2013-12-10 02:11:20","2025-07-20 23:54:18",1.06,8,3,"14G0"
"6265",14919,"2021-07","ce8a831f4-4a0c-07ab-bd47-41342088ed6d","ITA","ANASTASIA","2021-01-04","2021-12-29 11:00:00","TRAWLERS","FISHING","247066860",NA,"IRAV","2013-05-22 16:53:29","2025-07-20 23:59:18",3.81,7,3,"15F9"
"6266",14925,"2021-07","19d3ba08f-fde6-8b5e-4fdc-4695c611aa03","ITA","IMPAVIDO I`","2021-01-04 07:00:00","2021-12-29 14:00:00","TRAWLERS","FISHING","247088050",NA,"IIIB2","2012-11-19 04:16:22","2025-07-18 14:21:16",23.71,7,3,"12G2"
"6267",14926,"2021-06","184cc0102-2777-f1db-d4ca-6cf64d4ccf88","ITA","NETTUNO II","2021-01-04","2021-12-30 10:00:00","TRAWLERS","FISHING","247065720",NA,"IQON","2013-06-05 20:08:53","2025-07-20 23:59:47",0.82,6,3,"13G1"
"6268",14927,"2021-08","184cc0102-2777-f1db-d4ca-6cf64d4ccf88","ITA","NETTUNO II","2021-01-04","2021-12-30 10:00:00","TRAWLERS","FISHING","247065720",NA,"IQON","2013-06-05 20:08:53","2025-07-20 23:59:47",7.03,8,3,"13G0"
"6269",14932,"2021-08","4595bd1f2-2254-4f41-bf7b-5b956222a1f6","ITA","FORTUNATA","2021-01-04 04:00:00","2021-12-29 14:00:00","TRAWLERS","FISHING","247099810",NA,"INBS","2013-05-20 07:30:39","2025-07-18 11:30:32",50.32,8,3,"13G1"
"6270",14954,"2021-06","121e6a2cc-cb94-cd47-27e9-6ded9fc6f6d3","ITA","POLARIS","2021-01-27 04:00:00","2021-12-30 12:00:00","TRAWLERS","FISHING","247069530",NA,"IOEE","2020-12-14 00:50:07","2025-07-12 08:35:22",7.2,6,3,"14G0"
"6271",14968,"2021-08","4595bd1f2-2254-4f41-bf7b-5b956222a1f6","ITA","FORTUNATA","2021-01-04 04:00:00","2021-12-29 14:00:00","TRAWLERS","FISHING","247099810",NA,"INBS","2013-05-20 07:30:39","2025-07-18 11:30:32",1.2,8,3,"12G1"
"6272",14986,"2021-08","4595bd1f2-2254-4f41-bf7b-5b956222a1f6","ITA","FORTUNATA","2021-01-04 04:00:00","2021-12-29 14:00:00","TRAWLERS","FISHING","247099810",NA,"INBS","2013-05-20 07:30:39","2025-07-18 11:30:32",23.45,8,3,"12G1"
"6273",14994,"2021-08","121e6a2cc-cb94-cd47-27e9-6ded9fc6f6d3","ITA","POLARIS","2021-01-27 04:00:00","2021-12-30 12:00:00","TRAWLERS","FISHING","247069530",NA,"IOEE","2020-12-14 00:50:07","2025-07-12 08:35:22",60.51,8,3,"14G0"
"6274",15005,"2021-06","bf7a316cc-ca08-8259-d4af-7fce99807831","ITA","MORLE II","2021-01-03 06:00:00","2021-12-30 13:00:00","TRAWLERS","FISHING","247081680",NA,"IZAV","2019-07-12 09:06:05","2025-07-20 23:59:18",24.03,6,3,"15G0"
"6275",15008,"2021-07","b2a081b87-7dc2-5afe-e7ac-6f5cd261d9da","ITA","MONELLO","2021-01-05 07:00:00","2021-12-30 14:00:00","TRAWLERS","FISHING","247044970",NA,"IWJJ","2014-07-30 06:52:49","2025-07-18 12:23:35",18.93,7,3,"17F9"
"6276",15011,"2021-08","01ac2f900-0c47-a852-c650-6aa82b754775","ITA","GIANNI RIVERA","2021-01-03 23:00:00","2021-12-30 14:00:00","TRAWLERS","FISHING","247066180",NA,"IMQF","2013-06-14 14:34:51","2025-07-18 16:28:11",0.55,8,3,"13G0"
"6277",15013,"2021-07","a8e7a4833-3700-0508-9a2d-ec87ae97a3a2","ITA","MARIAMADRE","2021-01-04 04:00:00","2021-12-30 14:00:00","TRAWLERS","FISHING","247092830",NA,"IOXL","2013-05-07 10:50:35","2025-07-20 23:59:26",2.18,7,3,"12G2"
"6278",15025,"2021-08","a5084903d-de65-a30f-5864-e30b5cd3872a","ITA","CESARINA","2021-01-06 23:00:00","2021-12-29 12:00:00","TRAWLERS","FISHING","247220290",NA,"ILKN","2014-05-14 03:57:27","2025-07-20 23:59:51",2.73,8,3,"15G0"
"6279",15032,"2021-07","f58199c94-4e49-1a3b-3078-bfd3733b6ab2","ITA","ALBACHIARA","2021-01-04 01:00:00","2021-12-30 15:00:00","TRAWLERS","FISHING","247065740",NA,"IVHU","2014-05-05 22:42:01","2025-06-13 11:37:09",29.28,7,3,"14G0"
"6280",15034,"2021-08","a5084903d-de65-a30f-5864-e30b5cd3872a","ITA","CESARINA","2021-01-06 23:00:00","2021-12-29 12:00:00","TRAWLERS","FISHING","247220290",NA,"ILKN","2014-05-14 03:57:27","2025-07-20 23:59:51",5.9,8,3,"15F9"
"6281",15047,"2021-08","7cc00e664-45ce-c489-443d-ba28dee7116e","ITA","ILSALVATORE","2021-05-21 06:00:00","2021-09-09 16:00:00","TRAWLERS","FISHING","247152080",NA,"IFEJ","2020-08-30 22:21:31","2025-07-20 23:59:30",0.49,8,3,"11F9"
"6282",15052,"2021-07","fd7b02175-538c-125e-7d04-399cdce31466","ITA","MARE BLU","2021-01-04 02:00:00","2021-12-30 15:00:00","TRAWLERS","FISHING","247065080",NA,NA,"2013-06-24 00:40:18","2024-08-16 10:02:30",29.54,7,3,"14G0"
"6283",15053,"2021-08","17369ded3-316e-47fe-dbd2-9296123a9216","ITA","ISABELLA","2021-01-03 09:00:00","2021-12-30 13:00:00","TRAWLERS","FISHING","247065440",NA,"IOWM","2013-03-25 02:43:51","2025-07-20 23:37:47",7.86,8,3,"13G0"
"6284",15055,"2021-08","a5084903d-de65-a30f-5864-e30b5cd3872a","ITA","CESARINA","2021-01-06 23:00:00","2021-12-29 12:00:00","TRAWLERS","FISHING","247220290",NA,"ILKN","2014-05-14 03:57:27","2025-07-20 23:59:51",13.23,8,3,"15G0"
"6285",15065,"2021-08","a5084903d-de65-a30f-5864-e30b5cd3872a","ITA","CESARINA","2021-01-06 23:00:00","2021-12-29 12:00:00","TRAWLERS","FISHING","247220290",NA,"ILKN","2014-05-14 03:57:27","2025-07-20 23:59:51",4.41,8,3,"14F9"
"6286",15067,"2021-08","01ac2f900-0c47-a852-c650-6aa82b754775","ITA","GIANNI RIVERA","2021-01-03 23:00:00","2021-12-30 14:00:00","TRAWLERS","FISHING","247066180",NA,"IMQF","2013-06-14 14:34:51","2025-07-18 16:28:11",2.32,8,3,"14G1"
"6287",15078,"2021-08","01ac2f900-0c47-a852-c650-6aa82b754775","ITA","GIANNI RIVERA","2021-01-03 23:00:00","2021-12-30 14:00:00","TRAWLERS","FISHING","247066180",NA,"IMQF","2013-06-14 14:34:51","2025-07-18 16:28:11",0.8,8,3,"13G0"
"6288",15098,"2021-08","a5084903d-de65-a30f-5864-e30b5cd3872a","ITA","CESARINA","2021-01-06 23:00:00","2021-12-29 12:00:00","TRAWLERS","FISHING","247220290",NA,"ILKN","2014-05-14 03:57:27","2025-07-20 23:59:51",25.61,8,3,"14G0"
"6289",15102,"2021-06","b0debeac4-4fb9-7b82-4378-606440ec6781","ITA","RINASCITA","2021-01-04 08:00:00","2021-12-30 13:00:00","TRAWLERS","FISHING","247090950",NA,"ISFK","2013-02-04 23:52:39","2025-07-19 08:12:23",1.93,6,3,"12G2"
"6290",15141,"2021-08","73f0bbb55-5d59-9cab-dd39-c56b0c8e7c20","ITA","RAIMONDO SFERLAZZO","2021-01-04 05:00:00","2021-12-30 07:00:00","TRAWLERS","FISHING","247250620",NA,"ILWO.2","2013-05-20 01:15:41","2025-07-18 14:14:07",0.54,8,3,"11G2"
"6291",15143,"2021-08","73f0bbb55-5d59-9cab-dd39-c56b0c8e7c20","ITA","RAIMONDO SFERLAZZO","2021-01-04 05:00:00","2021-12-30 07:00:00","TRAWLERS","FISHING","247250620",NA,"ILWO.2","2013-05-20 01:15:41","2025-07-18 14:14:07",2.14,8,3,"11G2"
"6292",15150,"2021-07","48a4f570e-e223-7593-a807-90e52eaf60f8","ITA","ILCORSARO","2021-07-20 11:00:00","2021-10-01 12:00:00","TRAWLERS","FISHING","247103220",NA,"IIPX2","2021-06-18 07:52:03","2024-04-02 10:09:35",2,7,3,"17F9"
"6293",15160,"2021-07","72c6c4de9-9f7c-92c8-9bd0-64f0777105bb","ITA","MP CLAUDIO PADRE","2021-01-04 06:00:00","2021-12-30 12:00:00","TRAWLERS","FISHING","247123920",NA,"IPFT","2019-08-07 07:56:24","2025-07-20 23:59:27",4.81,7,3,"12G1"
"6294",15168,"2021-07","48a4f570e-e223-7593-a807-90e52eaf60f8","ITA","ILCORSARO","2021-07-20 11:00:00","2021-10-01 12:00:00","TRAWLERS","FISHING","247103220",NA,"IIPX2","2021-06-18 07:52:03","2024-04-02 10:09:35",7.82,7,3,"16F9"
"6295",15168,"2021-07","48a4f570e-e223-7593-a807-90e52eaf60f8","ITA","ILCORSARO","2021-07-20 11:00:00","2021-10-01 12:00:00","TRAWLERS","FISHING","247103220",NA,"IIPX2","2021-06-18 07:52:03","2024-04-02 10:09:35",7.82,7,3,"17F9"
"6296",15173,"2021-08","a5dfa5104-4dbc-0aa6-e7ef-c1665b4ec2e9","ITA","MONSSER","2021-01-03 08:00:00","2021-12-30 09:00:00","TRAWLERS","FISHING","247044790",NA,"IJYT","2019-12-09 09:29:50","2025-07-20 23:57:30",0.48,8,3,"14G0"
"6297",15194,"2021-07","72c6c4de9-9f7c-92c8-9bd0-64f0777105bb","ITA","MP CLAUDIO PADRE","2021-01-04 06:00:00","2021-12-30 12:00:00","TRAWLERS","FISHING","247123920",NA,"IPFT","2019-08-07 07:56:24","2025-07-20 23:59:27",9.37,7,3,"12G2"
"6298",15204,"2021-06","c00e8f8fa-a22a-f5cb-c833-b9366d851de5","ITA","FRIDA","2021-01-04 05:00:00","2021-12-23 11:00:00","TRAWLERS","FISHING","247065690",NA,"IUXA","2013-05-02 01:49:30","2025-07-20 23:59:35",120.78,6,3,"14G0"
"6299",15216,"2021-07","e5a924ae4-480e-17ab-721c-f0f5c7797b31","ITA","GIORGIA","2021-01-04 02:00:00","2021-12-30 14:00:00","TRAWLERS","FISHING","247066190",NA,NA,"2014-04-07 00:24:27","2025-07-18 14:14:53",20.36,7,3,"14G0"
"6300",15224,"2021-06","c00e8f8fa-a22a-f5cb-c833-b9366d851de5","ITA","FRIDA","2021-01-04 05:00:00","2021-12-23 11:00:00","TRAWLERS","FISHING","247065690",NA,"IUXA","2013-05-02 01:49:30","2025-07-20 23:59:35",5.38,6,3,"14G0"
"6301",15238,"2021-08","eb7ba4542-21a3-7c0d-607c-6d09d5218877","ITA","S. FERMINA","2021-01-04 03:00:00","2021-12-29 13:00:00","TRAWLERS","FISHING","247094310",NA,"IIIL","2013-05-17 05:04:21","2025-07-16 14:29:29",4.26,8,3,"13G1"
"6302",15241,"2021-08","eb7ba4542-21a3-7c0d-607c-6d09d5218877","ITA","S. FERMINA","2021-01-04 03:00:00","2021-12-29 13:00:00","TRAWLERS","FISHING","247094310",NA,"IIIL","2013-05-17 05:04:21","2025-07-16 14:29:29",5.38,8,3,"13G1"
"6303",15246,"2021-08","184cc0102-2777-f1db-d4ca-6cf64d4ccf88","ITA","NETTUNO II","2021-01-04","2021-12-30 10:00:00","TRAWLERS","FISHING","247065720",NA,"IQON","2013-06-05 20:08:53","2025-07-20 23:59:47",8.55,8,3,"14G0"
"6304",15252,"2021-08","2de3cda92-2405-3349-8ad5-0ef180e81e1a","ITA","LIBERA","2021-01-04 04:00:00","2021-12-29 15:00:00","TRAWLERS","FISHING","247096930",NA,"IRMM","2013-02-18 02:16:45","2025-07-20 23:55:21",6.69,8,3,"14G0"
"6305",15265,"2021-06","c00e8f8fa-a22a-f5cb-c833-b9366d851de5","ITA","FRIDA","2021-01-04 05:00:00","2021-12-23 11:00:00","TRAWLERS","FISHING","247065690",NA,"IUXA","2013-05-02 01:49:30","2025-07-20 23:59:35",47.97,6,3,"13G1"
"6306",15269,"2021-06","232e1b598-8373-719a-adc4-f14290e5318e","ITA","GIACOMO","2021-01-04 05:00:00","2021-12-30 13:00:00","TRAWLERS","FISHING","247093040",NA,"INSI","2013-04-02 03:05:29","2024-10-28 12:40:57",19.55,6,3,"12G1"
"6307",15277,"2021-07","f80bf43e2-2c4b-19cf-33a2-ed2384b2343f","ITA","GIUBILEO","2021-02-11","2021-12-30 15:00:00","TRAWLERS","FISHING","247300170",NA,"IFQD2","2016-03-15 09:44:47","2025-07-20 23:19:17",63.94,7,3,"13G0"
"6308",15312,"2021-08","5568a3ba3-30ea-01f4-1a45-07c8717d7fea","ITA","CERNIA","2021-02-23 04:00:00","2021-12-19 10:00:00","TRAWLERS","FISHING","247303790",NA,"ILLK","2013-04-15 06:32:03","2024-09-30 15:41:14",14.02,8,3,"13G0"
"6309",15320,"2021-07","4f229e638-8722-41e9-5368-efce12332124","ITA","IRENE","2021-01-04 07:00:00","2021-12-30 10:00:00","TRAWLERS","FISHING","247123990",NA,NA,"2020-06-22 01:26:25","2025-07-18 16:41:50",5.76,7,3,"17F9"
"6310",15356,"2021-07","19d3ba08f-fde6-8b5e-4fdc-4695c611aa03","ITA","IMPAVIDO I`","2021-01-04 07:00:00","2021-12-29 14:00:00","TRAWLERS","FISHING","247088050",NA,"IIIB2","2012-11-19 04:16:22","2025-07-18 14:21:16",20.64,7,3,"11G2"
"6311",15358,"2021-06","cd9d39ddf-fddd-1166-7dbc-501cf38f5991","ITA","MARIA","2021-01-04 05:00:00","2021-12-28 11:00:00","TRAWLERS","FISHING","247093060",NA,"IRRH","2013-05-31 11:14:37","2025-07-15 10:24:08",0.29,6,3,"12G1"
"6312",15361,"2021-06","303dfab15-5072-b1c2-7b49-226146b04c37","ITA","L ALBA","2021-01-04 04:00:00","2021-12-30 10:00:00","TRAWLERS","FISHING","247119090",NA,"IMAT2","2013-06-04 15:04:11","2024-12-07 10:58:09",4.21,6,3,"12G2"
"6313",15379,"2021-06","bf7a316cc-ca08-8259-d4af-7fce99807831","ITA","MORLE II","2021-01-03 06:00:00","2021-12-30 13:00:00","TRAWLERS","FISHING","247081680",NA,"IZAV","2019-07-12 09:06:05","2025-07-20 23:59:18",2.19,6,3,"15F9"
"6314",15380,"2021-06","184cc0102-2777-f1db-d4ca-6cf64d4ccf88","ITA","NETTUNO II","2021-01-04","2021-12-30 10:00:00","TRAWLERS","FISHING","247065720",NA,"IQON","2013-06-05 20:08:53","2025-07-20 23:59:47",13.89,6,3,"13G0"
"6315",15382,"2021-06","cd9d39ddf-fddd-1166-7dbc-501cf38f5991","ITA","MARIA","2021-01-04 05:00:00","2021-12-28 11:00:00","TRAWLERS","FISHING","247093060",NA,"IRRH","2013-05-31 11:14:37","2025-07-15 10:24:08",0.81,6,3,"12G1"
"6316",15393,"2021-08","303dfab15-5072-b1c2-7b49-226146b04c37","ITA","L ALBA","2021-01-04 04:00:00","2021-12-30 10:00:00","TRAWLERS","FISHING","247119090",NA,"IMAT2","2013-06-04 15:04:11","2024-12-07 10:58:09",2.41,8,3,"12G1"
"6317",15412,"2021-08","303dfab15-5072-b1c2-7b49-226146b04c37","ITA","L ALBA","2021-01-04 04:00:00","2021-12-30 10:00:00","TRAWLERS","FISHING","247119090",NA,"IMAT2","2013-06-04 15:04:11","2024-12-07 10:58:09",1.47,8,3,"12G1"
"6318",15419,"2021-08","4595bd1f2-2254-4f41-bf7b-5b956222a1f6","ITA","FORTUNATA","2021-01-04 04:00:00","2021-12-29 14:00:00","TRAWLERS","FISHING","247099810",NA,"INBS","2013-05-20 07:30:39","2025-07-18 11:30:32",2,8,3,"13G1"
"6319",15421,"2021-06","184cc0102-2777-f1db-d4ca-6cf64d4ccf88","ITA","NETTUNO II","2021-01-04","2021-12-30 10:00:00","TRAWLERS","FISHING","247065720",NA,"IQON","2013-06-05 20:08:53","2025-07-20 23:59:47",2.75,6,3,"13G1"
